count,sensitive,emotion,papers,days,points,level
high,low,5,high,big,med,four
high,low,5,high,big,high,four
med,vhigh,2,low,small,low,two
med,vhigh,2,low,small,med,one
med,vhigh,2,low,small,high,one
med,vhigh,2,low,med,low,two
med,vhigh,2,low,med,med,one
med,vhigh,2,low,med,high,one
med,vhigh,2,low,big,low,two
med,vhigh,2,low,big,med,one
med,vhigh,2,low,big,high,one
med,vhigh,2,med,small,low,two
med,vhigh,2,med,small,med,one
med,vhigh,2,med,small,high,one
med,vhigh,2,med,med,low,one
med,vhigh,2,med,med,med,one
med,vhigh,2,med,med,high,one
med,vhigh,2,med,big,low,two
med,vhigh,2,med,big,med,one
med,vhigh,2,med,big,high,one
med,vhigh,2,high,small,low,one
med,vhigh,2,high,small,med,three
med,vhigh,2,high,small,high,three
med,vhigh,2,high,med,low,three
med,vhigh,2,high,med,med,three
med,vhigh,2,high,med,high,three
med,vhigh,2,high,big,low,three
med,vhigh,2,high,big,med,one
med,vhigh,2,high,big,high,three
med,vhigh,3,low,small,low,two
med,vhigh,3,low,small,med,one
med,vhigh,3,low,small,high,one
med,vhigh,3,low,med,low,two
med,vhigh,3,low,med,med,one
med,vhigh,3,low,med,high,one
med,vhigh,3,low,big,low,two
med,vhigh,3,low,big,med,one
med,vhigh,3,low,big,high,one
med,vhigh,3,med,small,low,one
med,vhigh,3,med,small,med,one
med,vhigh,3,med,small,high,one
med,vhigh,3,med,med,low,one
med,vhigh,3,med,med,med,one
med,vhigh,3,med,med,high,one
med,vhigh,3,med,big,low,two
med,vhigh,3,med,big,med,two
med,vhigh,3,med,big,high,two
med,vhigh,3,high,small,low,three
med,vhigh,3,high,small,med,three
med,vhigh,3,high,small,high,three
med,vhigh,3,high,med,low,three
med,vhigh,3,high,med,med,one
med,vhigh,3,high,med,high,three
med,vhigh,3,high,big,low,three
med,vhigh,3,high,big,med,one
med,vhigh,3,high,big,high,three
med,vhigh,4,low,small,low,two
med,vhigh,4,low,small,med,one
med,vhigh,4,low,small,high,one
med,vhigh,4,low,med,low,two
med,vhigh,4,low,med,med,one
med,vhigh,4,low,med,high,one
med,vhigh,4,low,big,low,two
med,vhigh,4,low,big,med,one
med,vhigh,4,low,big,high,one
med,vhigh,4,med,small,low,two
med,vhigh,4,med,small,med,one
med,vhigh,4,med,small,high,one
med,vhigh,4,med,med,low,one
med,vhigh,4,med,med,med,one
med,vhigh,4,med,med,high,one
med,vhigh,4,med,big,low,one
med,vhigh,4,med,big,med,one
med,vhigh,4,med,big,high,two
med,vhigh,4,high,small,low,three
med,vhigh,4,high,small,med,three
med,vhigh,4,high,small,high,one
med,vhigh,4,high,med,low,one
med,vhigh,4,high,med,med,three
med,vhigh,4,high,med,high,three
med,vhigh,4,high,big,low,three
med,vhigh,4,high,big,med,three
med,vhigh,4,high,big,high,three
med,vhigh,5,low,small,low,one
med,vhigh,5,low,small,med,one
med,vhigh,5,low,small,high,one
med,vhigh,5,low,med,low,two
med,vhigh,5,low,med,med,one
med,vhigh,5,low,med,high,one
med,vhigh,5,low,big,low,two
med,vhigh,5,low,big,med,one
med,vhigh,5,low,big,high,one
med,vhigh,5,med,small,low,two
med,vhigh,5,med,small,med,one
med,vhigh,5,med,small,high,one
med,vhigh,5,med,med,low,one
med,vhigh,5,med,med,med,one
med,vhigh,5,med,med,high,one
med,vhigh,5,med,big,low,two
med,vhigh,5,med,big,med,one
med,vhigh,5,med,big,high,one
med,vhigh,5,high,small,low,three
med,vhigh,5,high,small,med,three
med,vhigh,5,high,small,high,three
med,vhigh,5,high,med,low,three
med,vhigh,5,high,med,med,three
med,vhigh,5,high,med,high,one
med,vhigh,5,high,big,low,three
med,vhigh,5,high,big,med,three
med,vhigh,5,high,big,high,three
med,high,2,low,small,low,two
med,high,2,low,small,med,one
med,high,2,low,small,high,one
med,high,2,low,med,low,two
med,high,2,low,med,med,one
med,high,2,low,med,high,two
med,high,2,low,big,low,two
med,high,2,low,big,med,two
med,high,2,low,big,high,two
med,high,2,med,small,low,two
med,high,2,med,small,med,two
med,high,2,med,small,high,two
med,high,2,med,med,low,two
med,high,2,med,med,med,two
med,high,2,med,med,high,two
med,high,2,med,big,low,two
med,high,2,med,big,med,two
med,high,2,med,big,high,two
med,high,2,high,small,low,two
med,high,2,high,small,med,three
med,high,2,high,small,high,three
med,high,2,high,med,low,three
med,high,2,high,med,med,three
med,high,2,high,med,high,three
med,high,2,high,big,low,three
med,high,2,high,big,med,three
med,high,2,high,big,high,three
med,high,3,low,small,low,two
med,high,3,low,small,med,two
med,high,3,low,small,high,two
med,high,3,low,med,low,two
med,high,3,low,med,med,one
med,high,3,low,med,high,two
med,high,3,low,big,low,two
med,high,3,low,big,med,one
med,high,3,low,big,high,two
med,high,3,med,small,low,two
med,high,3,med,small,med,two
med,high,3,med,small,high,two
med,high,3,med,med,low,two
med,high,3,med,med,med,one
med,high,3,med,med,high,two
med,high,3,med,big,low,two
med,high,3,med,big,med,two
med,high,3,med,big,high,two
med,high,3,high,small,low,three
med,high,3,high,small,med,two
med,high,3,high,small,high,two
med,high,3,high,med,low,three
med,high,3,high,med,med,three
med,high,3,high,med,high,two
med,high,3,high,big,low,three
med,high,3,high,big,med,three
med,high,3,high,big,high,two
med,high,4,low,small,low,one
med,high,4,low,small,med,two
med,high,4,low,small,high,one
med,high,4,low,med,low,two
med,high,4,low,med,med,two
med,high,4,low,med,high,two
med,high,4,low,big,low,two
med,high,4,low,big,med,two
med,high,4,low,big,high,one
med,high,4,med,small,low,two
med,high,4,med,small,med,two
med,high,4,med,small,high,two
med,high,4,med,med,low,one
med,high,4,med,med,med,two
med,high,4,med,med,high,two
med,high,4,med,big,low,two
med,high,4,med,big,med,two
med,high,4,med,big,high,two
med,high,4,high,small,low,three
med,high,4,high,small,med,one
med,high,4,high,small,high,two
med,high,4,high,med,low,three
med,high,4,high,med,med,three
med,high,4,high,med,high,three
med,high,4,high,big,low,two
med,high,4,high,big,med,three
med,high,4,high,big,high,two
med,high,5,low,small,low,two
med,high,5,low,small,med,two
med,high,5,low,small,high,two
med,high,5,low,med,low,two
med,high,5,low,med,med,one
med,high,5,low,med,high,two
med,high,5,low,big,low,two
med,high,5,low,big,med,two
med,high,5,low,big,high,one
med,high,5,med,small,low,two
med,high,5,med,small,med,two
med,high,5,med,small,high,two
med,high,5,med,med,low,one
med,high,5,med,med,med,two
med,high,5,med,med,high,two
med,high,5,med,big,low,two
med,high,5,med,big,med,two
med,high,5,med,big,high,two
med,high,5,high,small,low,three
med,high,5,high,small,med,three
med,high,5,high,small,high,three
med,high,5,high,med,low,three
med,high,5,high,med,med,three
med,high,5,high,med,high,three
med,high,5,high,big,low,two
med,high,5,high,big,med,three
med,high,5,high,big,high,three
med,med,2,low,small,low,three
med,med,2,low,small,med,three
med,med,2,low,small,high,three
med,med,2,low,med,low,three
med,med,2,low,med,med,three
med,med,2,low,med,high,three
med,med,2,low,big,low,three
med,med,2,low,big,med,three
med,med,2,low,big,high,three
med,med,2,med,small,low,three
med,med,2,med,small,med,three
med,med,2,med,small,high,three
med,med,2,med,med,low,three
med,med,2,med,med,med,three
med,med,2,med,med,high,three
med,med,2,med,big,low,three
med,med,2,med,big,med,three
med,med,2,med,big,high,three
med,med,2,high,small,low,three
med,med,2,high,small,med,three
med,med,2,high,small,high,three
med,med,2,high,med,low,one
med,med,2,high,med,med,three
med,med,2,high,med,high,three
med,med,2,high,big,low,three
med,med,2,high,big,med,three
med,med,2,high,big,high,three
med,med,3,low,small,low,two
med,med,3,low,small,med,one
med,med,3,low,small,high,one
med,med,3,low,med,low,two
med,med,3,low,med,med,one
med,med,3,low,med,high,one
med,med,3,low,big,low,two
med,med,3,low,big,med,one
med,med,3,low,big,high,one
med,med,3,med,small,low,two
med,med,3,med,small,med,two
med,med,3,med,small,high,two
med,med,3,med,med,low,two
med,med,3,med,med,med,two
med,med,3,med,med,high,two
med,med,3,med,big,low,two
med,med,3,med,big,med,two
med,med,3,med,big,high,four
med,med,3,high,small,low,three
med,med,3,high,small,med,three
med,med,3,high,small,high,three
med,med,3,high,med,low,one
med,med,3,high,med,med,two
med,med,3,high,med,high,three
med,med,3,high,big,low,three
med,med,3,high,big,med,two
med,med,3,high,big,high,three
med,med,4,low,small,low,two
med,med,4,low,small,med,one
med,med,4,low,small,high,one
med,med,4,low,med,low,two
med,med,4,low,med,med,one
med,med,4,low,med,high,one
med,med,4,low,big,low,two
med,med,4,low,big,med,one
med,med,4,low,big,high,one
med,med,4,med,small,low,two
med,med,4,med,small,med,two
med,med,4,med,small,high,two
med,med,4,med,med,low,two
med,med,4,med,med,med,two
med,med,4,med,med,high,four
med,med,4,med,big,low,one
med,med,4,med,big,med,two
med,med,4,med,big,high,four
med,med,4,high,small,low,three
med,med,4,high,small,med,three
med,med,4,high,small,high,three
med,med,4,high,med,low,three
med,med,4,high,med,med,three
med,med,4,high,med,high,three
med,med,4,high,big,low,three
med,med,4,high,big,med,three
med,med,4,high,big,high,three
med,med,5,low,small,low,two
med,med,5,low,small,med,one
med,med,5,low,small,high,one
med,med,5,low,med,low,one
med,med,5,low,med,med,one
med,med,5,low,med,high,one
med,med,5,low,big,low,two
med,med,5,low,big,med,one
med,med,5,low,big,high,one
med,med,5,med,small,low,two
med,med,5,med,small,med,two
med,med,5,med,small,high,two
med,med,5,med,med,low,two
med,med,5,med,med,med,two
med,med,5,med,med,high,four
med,med,5,med,big,low,two
med,med,5,med,big,med,two
med,med,5,med,big,high,four
med,med,5,high,small,low,three
med,med,5,high,small,med,three
med,med,5,high,small,high,three
med,med,5,high,med,low,three
med,med,5,high,med,med,two
med,med,5,high,med,high,three
med,med,5,high,big,low,three
med,med,5,high,big,med,three
med,med,5,high,big,high,three
med,low,2,low,small,low,four
med,low,2,low,small,med,four
med,low,2,low,small,high,four
med,low,2,low,med,low,four
med,low,2,low,med,med,four
med,low,2,low,med,high,four
med,low,2,low,big,low,four
med,low,2,low,big,med,three
med,low,2,low,big,high,four
med,low,2,med,small,low,four
med,low,2,med,small,med,four
med,low,2,med,small,high,four
med,low,2,med,med,low,four
med,low,2,med,med,med,four
med,low,2,med,med,high,four
med,low,2,med,big,low,three
med,low,2,med,big,med,four
med,low,2,med,big,high,four
med,low,2,high,small,low,four
med,low,2,high,small,med,four
med,low,2,high,small,high,four
med,low,2,high,med,low,four
med,low,2,high,med,med,four
med,low,2,high,med,high,four
med,low,2,high,big,low,four
med,low,2,high,big,med,four
med,low,2,high,big,high,four
med,low,3,low,small,low,one
med,low,3,low,small,med,one
med,low,3,low,small,high,one
med,low,3,low,med,low,two
med,low,3,low,med,med,one
med,low,3,low,med,high,one
med,low,3,low,big,low,one
med,low,3,low,big,med,one
med,low,3,low,big,high,one
med,low,3,med,small,low,two
med,low,3,med,small,med,two
med,low,3,med,small,high,three
med,low,3,med,med,low,two
med,low,3,med,med,med,two
med,low,3,med,med,high,three
med,low,3,med,big,low,two
med,low,3,med,big,med,three
med,low,3,med,big,high,four
med,low,3,high,small,low,three
med,low,3,high,small,med,three
med,low,3,high,small,high,three
med,low,3,high,med,low,three
med,low,3,high,med,med,three
med,low,3,high,med,high,four
med,low,3,high,big,low,three
med,low,3,high,big,med,three
med,low,3,high,big,high,four
med,low,4,low,small,low,four
med,low,4,low,small,med,four
med,low,4,low,small,high,four
med,low,4,low,med,low,four
med,low,4,low,med,med,four
med,low,4,low,med,high,four
med,low,4,low,big,low,four
med,low,4,low,big,med,four
med,low,4,low,big,high,four
med,low,4,med,small,low,four
med,low,4,med,small,med,four
med,low,4,med,small,high,four
med,low,4,med,med,low,four
med,low,4,med,med,med,four
med,low,4,med,med,high,four
med,low,4,med,big,low,four
med,low,4,med,big,med,four
med,low,4,med,big,high,four
med,low,4,high,small,low,four
med,low,4,high,small,med,four
med,low,4,high,small,high,four
med,low,4,high,med,low,four
med,low,4,high,med,med,four
med,low,4,high,med,high,four
med,low,4,high,big,low,four
med,low,4,high,big,med,four
med,low,4,high,big,high,four
med,low,5,low,small,low,four
med,low,5,low,small,med,four
med,low,5,low,small,high,four
med,low,5,low,med,low,four
med,low,5,low,med,med,four
med,low,5,low,med,high,four
med,low,5,low,big,low,four
med,low,5,low,big,med,four
med,low,5,low,big,high,four
med,low,5,med,small,low,four
med,low,5,med,small,med,four
med,low,5,med,small,high,four
med,low,5,med,med,low,four
med,low,5,med,med,med,four
med,low,5,med,med,high,four
med,low,5,med,big,low,four
med,low,5,med,big,med,four
med,low,5,med,big,high,four
med,low,5,high,small,low,four
med,low,5,high,small,med,four
med,low,5,high,small,high,three
med,low,5,high,med,low,four
med,low,5,high,med,med,four
med,low,5,high,med,high,four
med,low,5,high,big,low,four
med,low,5,high,big,med,four
med,low,5,high,big,high,four
low,vhigh,2,low,small,low,two
low,vhigh,2,low,small,med,one
low,vhigh,2,low,small,high,one
low,vhigh,2,low,med,low,one
low,vhigh,2,low,med,med,one
low,vhigh,2,low,med,high,one
low,vhigh,2,low,big,low,two
low,vhigh,2,low,big,med,one
low,vhigh,2,low,big,high,one
low,vhigh,2,med,small,low,two
low,vhigh,2,med,small,med,one
low,vhigh,2,med,small,high,one
low,vhigh,2,med,med,low,two
low,vhigh,2,med,med,med,one
low,vhigh,2,med,med,high,two
low,vhigh,2,med,big,low,two
low,vhigh,2,med,big,med,one
low,vhigh,2,med,big,high,two
low,vhigh,2,high,small,low,three
low,vhigh,2,high,small,med,three
low,vhigh,2,high,small,high,three
low,vhigh,2,high,med,low,three
low,vhigh,2,high,med,med,three
low,vhigh,2,high,med,high,three
low,vhigh,2,high,big,low,three
low,vhigh,2,high,big,med,three
low,vhigh,2,high,big,high,three
low,vhigh,3,low,small,low,one
low,vhigh,3,low,small,med,one
low,vhigh,3,low,small,high,one
low,vhigh,3,low,med,low,two
low,vhigh,3,low,med,med,one
low,vhigh,3,low,med,high,one
low,vhigh,3,low,big,low,two
low,vhigh,3,low,big,med,one
low,vhigh,3,low,big,high,one
low,vhigh,3,med,small,low,two
low,vhigh,3,med,small,med,one
low,vhigh,3,med,small,high,one
low,vhigh,3,med,med,low,two
low,vhigh,3,med,med,med,one
low,vhigh,3,med,med,high,one
low,vhigh,3,med,big,low,two
low,vhigh,3,med,big,med,one
low,vhigh,3,med,big,high,one
low,vhigh,3,high,small,low,three
low,vhigh,3,high,small,med,one
low,high,2,low,small,low,two
low,high,2,low,small,med,one
low,high,2,low,small,high,two
low,high,2,low,med,low,two
low,high,2,low,med,med,two
low,high,2,low,med,high,two
low,high,2,low,big,low,two
low,high,2,low,big,med,one
low,high,2,low,big,high,two
low,high,2,med,small,low,two
low,high,2,med,small,med,two
low,high,2,med,small,high,two
low,high,2,med,med,low,two
low,high,2,med,med,med,two
low,high,2,med,med,high,two
low,high,2,med,big,low,two
low,high,2,med,big,med,two
low,high,2,med,big,high,two
low,high,2,high,small,low,three
low,high,2,high,small,med,three
low,high,2,high,small,high,three
low,high,2,high,med,low,three
low,high,2,high,med,med,three
low,high,2,high,med,high,three
low,high,2,high,big,low,three
low,high,2,high,big,med,two
low,high,2,high,big,high,three
low,high,3,low,small,low,two
low,high,3,low,med,low,two
low,high,3,low,med,med,one
low,high,3,low,med,high,one
low,high,3,low,big,low,two
low,high,3,low,big,med,two
low,high,3,low,big,high,two
low,high,3,med,small,low,two
low,high,3,med,small,med,two
low,high,3,med,small,high,two
low,high,3,med,med,low,two
low,high,3,med,med,med,two
low,high,3,med,med,high,two
low,high,3,med,big,low,two
low,high,3,med,big,med,two
low,high,3,med,big,high,four
low,high,3,high,small,low,three
low,high,3,high,small,med,three
low,high,3,high,small,high,three
low,high,3,high,med,low,three
low,high,3,high,med,med,three
low,high,3,high,med,high,three
low,high,3,high,big,low,three
low,high,3,high,big,med,three
low,high,3,high,big,high,three
low,high,4,low,small,low,two
low,high,4,low,small,med,one
low,high,4,low,small,high,two
low,high,4,low,med,low,two
low,high,4,low,med,med,one
low,high,4,low,med,high,one
low,high,4,low,big,low,two
low,high,4,low,big,med,two
low,high,4,low,big,high,two
low,high,4,med,small,low,two
low,high,4,med,small,med,two
low,high,4,med,small,high,two
low,high,4,med,med,low,two
low,high,4,med,med,med,two
low,high,4,med,med,high,two
low,high,4,med,big,low,two
low,high,4,med,big,med,two
low,high,4,med,big,high,two
low,high,4,high,small,low,three
low,high,4,high,small,med,three
low,high,4,high,small,high,three
low,high,4,high,med,low,three
low,high,4,high,med,med,three
low,high,4,high,med,high,three
low,high,4,high,big,low,three
low,high,4,high,big,med,three
low,high,4,high,big,high,three
low,high,5,low,small,low,two
low,high,5,low,small,med,two
low,high,5,low,small,high,one
low,high,5,low,med,low,two
low,high,5,low,med,med,two
low,high,5,low,med,high,one
low,high,5,low,big,low,two
low,high,5,low,big,med,two
low,high,5,low,big,high,two
low,high,5,med,small,low,two
low,high,5,med,small,med,two
low,high,5,med,small,high,two
low,high,5,med,med,low,two
low,high,5,med,med,med,two
low,high,5,med,med,high,two
low,high,5,med,big,low,two
low,high,5,med,big,med,two
low,high,5,med,big,high,two
low,high,5,high,small,low,three
low,high,5,high,small,med,two
low,high,5,high,small,high,three
low,high,5,high,med,low,three
low,high,5,high,med,med,three
low,high,5,high,med,high,three
low,high,5,high,big,low,three
low,high,5,high,big,med,three
low,high,5,high,big,high,three
low,med,2,low,small,low,three
low,med,2,low,small,med,three
low,med,2,low,small,high,three
low,med,2,low,med,low,two
low,med,2,med,small,low,three
low,med,2,med,small,med,three
low,med,2,med,small,high,three
low,med,2,med,med,low,three
low,med,2,med,med,med,three
low,med,2,med,med,high,three
low,med,2,med,big,low,three
low,med,2,med,big,med,three
low,med,2,med,big,high,three
low,med,2,high,small,low,three
low,med,2,high,small,med,three
low,med,2,high,small,high,three
low,med,2,high,med,low,three
low,med,2,high,med,med,three
low,med,2,high,med,high,three
low,med,2,high,big,low,three
low,med,2,high,big,med,three
low,med,2,high,big,high,three
low,med,3,med,small,med,two
low,med,3,med,small,high,three
low,med,3,med,med,low,two
low,med,3,med,med,med,two
low,med,3,med,med,high,three
low,med,3,med,big,low,two
low,med,3,med,big,med,three
low,med,3,med,big,high,four
low,med,3,high,small,low,three
low,med,3,high,small,med,three
low,med,3,high,small,high,three
low,med,3,high,med,low,three
low,med,3,high,med,med,three
low,med,3,high,med,high,three
low,med,3,high,big,low,three
low,med,3,high,big,med,three
low,med,3,high,big,high,three
low,med,4,low,small,low,two
low,med,4,low,small,med,three
low,med,4,low,small,high,three
low,med,4,low,med,low,two
low,med,4,low,med,med,three
low,med,4,low,med,high,three
low,med,4,low,big,low,two
low,med,4,low,big,med,three
low,med,4,low,big,high,three
low,med,4,med,small,low,two
low,med,4,med,small,med,three
low,med,4,med,small,high,three
low,med,4,med,med,low,two
low,med,4,med,med,med,three
low,med,4,med,med,high,three
low,med,4,med,big,low,two
low,med,4,med,big,med,three
low,med,4,med,big,high,three
low,med,4,high,small,low,three
low,med,4,high,small,med,three
low,med,4,high,small,high,three
low,med,4,high,med,low,three
low,med,4,high,med,med,three
low,med,5,med,med,low,one
low,med,5,med,med,med,three
low,med,5,med,med,high,three
low,med,5,med,big,low,two
low,med,5,med,big,med,three
low,med,5,med,big,high,four
low,med,5,high,small,low,three
low,med,5,high,small,med,three
low,med,5,high,small,high,three
low,med,5,high,med,low,three
low,med,5,high,med,med,three
low,med,5,high,med,high,three
low,med,5,high,big,low,three
low,med,5,high,big,med,three
low,med,5,high,big,high,three
low,low,2,low,small,low,four
low,low,2,low,small,med,four
low,low,2,low,small,high,four
low,low,2,low,med,low,four
low,low,2,low,med,med,four
low,low,2,low,med,high,four
low,low,2,low,big,low,four
low,low,2,low,big,med,four
low,low,2,low,big,high,four
low,low,2,med,small,low,four
low,low,2,med,small,med,three
low,low,2,med,small,high,four
low,low,2,med,med,low,four
low,low,2,med,med,med,four
low,low,2,med,med,high,three
low,low,2,med,big,low,four
low,low,2,med,big,med,four
low,low,3,low,big,high,one
low,low,3,med,small,low,two
low,low,3,med,small,med,two
low,low,3,med,small,high,three
low,low,3,med,med,low,two
low,low,3,med,med,med,two
low,low,3,med,med,high,three
low,low,3,med,big,low,two
low,low,3,med,big,med,three
low,low,3,med,big,high,four
low,low,3,high,small,low,three
low,low,3,high,small,med,three
low,low,3,high,small,high,three
low,low,3,high,med,low,three
low,low,3,high,med,med,three
low,low,3,high,med,high,three
low,low,3,high,big,low,three
low,low,3,high,big,med,three
low,low,3,high,big,high,three
low,low,4,low,small,low,four
low,low,4,low,small,med,four
low,low,4,low,small,high,four
low,low,4,low,med,low,four
low,low,4,low,med,med,four
low,low,4,low,med,high,four
low,low,4,low,big,low,four
low,low,4,low,big,med,four
low,low,4,low,big,high,four
low,low,4,med,small,low,four
low,low,4,med,small,med,four
low,low,4,med,small,high,four
low,low,4,med,med,low,four
low,low,4,med,med,med,four
low,low,4,med,med,high,four
low,low,4,low,med,low,four
low,low,4,low,med,med,four
low,low,4,low,med,high,four
low,low,4,low,big,low,four
low,low,4,low,big,med,four
low,low,4,low,big,high,four
low,low,4,med,small,low,four
low,low,4,med,small,med,four
low,low,4,med,small,high,four
low,low,4,med,med,low,four
low,low,4,med,small,med,four
low,low,4,med,small,high,four
low,low,4,med,med,low,four
low,low,4,med,med,med,four
low,low,4,med,med,high,four
low,low,4,low,med,low,four
low,low,4,low,med,med,four
low,low,4,low,med,high,four
low,low,4,low,big,low,four
low,low,4,low,big,med,four
low,low,4,low,big,high,four
low,low,4,med,small,low,four
low,low,4,med,small,med,four
low,low,4,med,small,high,four
low,low,4,med,med,low,four
low,low,4,med,small,med,four
low,low,4,med,small,high,four
low,low,4,med,med,low,four
low,low,4,med,med,med,four
low,low,4,med,med,high,four
low,low,4,low,med,low,four
low,low,4,low,med,med,four
low,low,4,low,med,high,four
low,low,4,low,big,low,four
low,low,4,low,big,med,four
low,low,4,low,big,high,four
low,low,4,med,small,low,four
low,low,4,med,small,med,four
low,low,4,med,small,high,four
low,low,4,med,med,low,four
low,low,4,med,small,med,four
low,low,4,med,small,high,four
low,low,4,med,med,low,four
low,low,4,med,med,med,four
low,low,4,med,med,high,four
low,low,4,low,med,low,four
low,low,4,low,med,med,four
low,low,4,low,med,high,four
low,low,4,low,big,low,four
low,low,4,low,big,med,four
low,low,4,low,big,high,four
low,low,4,med,small,low,four
low,low,4,med,small,med,four
low,low,4,med,small,high,four
low,low,4,med,med,low,four
low,low,4,med,small,med,four
low,low,4,med,small,high,four
low,low,4,med,med,low,four
low,low,4,med,med,med,four
low,low,4,med,med,high,four
low,low,4,low,med,low,four
low,low,4,low,med,med,four
low,low,4,low,med,high,four
low,low,4,low,big,low,four
low,low,4,low,big,med,four
low,low,4,low,big,high,four
low,low,4,med,small,low,four
low,low,4,med,small,med,four
low,low,4,med,small,high,four
low,low,4,med,med,low,four
low,low,4,med,small,med,four
low,low,4,med,small,high,four
low,low,4,med,med,low,four
low,low,4,med,med,med,four
low,low,4,med,med,high,four
low,low,4,low,med,low,four
low,low,4,low,med,med,four
low,low,4,low,med,high,four
low,low,4,low,big,low,four
low,low,4,low,big,med,four
low,low,4,low,big,high,four
low,low,4,med,small,low,four
low,low,4,med,small,med,four
low,low,4,med,small,high,four
low,low,4,med,med,low,four
low,low,4,med,small,med,four
low,low,4,med,small,high,four
low,low,4,med,med,low,four
low,low,4,med,med,med,four
low,low,4,med,med,high,four
low,low,4,low,med,low,four
low,low,4,low,med,med,four
low,low,4,low,med,high,four
low,low,4,low,big,low,four
low,low,4,low,big,med,four
low,low,4,low,big,high,four
low,low,4,med,small,low,four
low,low,4,med,small,med,four
low,low,4,med,small,high,four
low,low,4,med,med,low,four
low,low,4,med,small,med,four
low,low,4,med,small,high,four
low,low,4,med,med,low,four
low,low,4,med,med,med,four
low,low,4,med,med,high,four
low,low,4,low,med,low,four
low,low,4,low,med,med,four
low,low,4,low,med,high,four
low,low,4,low,big,low,four
low,low,4,low,big,med,four
low,low,4,low,big,high,four
low,low,4,med,small,low,four
low,low,4,med,small,med,four
low,low,4,med,small,low,four
low,low,4,med,med,low,four
low,low,4,med,small,med,four
low,low,4,med,small,high,four
low,low,4,med,med,low,four
low,low,4,med,med,med,four
low,low,4,med,med,low,four
low,low,4,low,med,low,four
low,low,4,low,med,med,four
low,low,4,low,med,low,four
low,low,4,high,small,low,four
low,low,5,high,small,low,four
low,low,4,low,big,high,four
low,low,4,med,small,low,four
low,low,4,med,small,med,four
low,low,4,med,small,high,four
low,low,4,med,med,low,four
low,low,4,med,small,med,four
low,low,4,med,small,high,four
low,low,4,med,med,low,four
low,low,4,med,med,med,four
low,low,4,med,med,high,four
low,low,4,low,med,low,four
low,low,4,low,med,med,four
low,low,4,low,med,high,four
low,low,4,low,big,low,four
low,low,4,low,big,med,four
low,low,4,low,big,high,four
low,low,4,med,small,low,four
low,low,4,med,small,med,four
low,low,4,med,small,high,four
low,low,4,med,med,low,four
low,low,4,med,small,med,four
low,low,4,med,small,high,four
low,low,4,med,med,low,four
low,low,4,med,med,med,four
low,low,4,med,med,high,four
low,low,4,low,med,low,four
low,low,4,low,med,med,four
low,low,4,low,med,high,four
low,low,4,low,big,low,four
low,low,4,low,big,med,four
low,low,4,low,big,high,four
low,low,4,med,small,low,four
low,low,4,med,small,med,four
low,low,4,med,small,high,four
low,low,4,med,med,low,four
low,low,4,med,small,med,four
low,low,4,med,small,high,four
low,low,4,med,med,low,four
low,low,4,med,med,med,four
low,low,4,med,med,high,four
low,low,4,low,med,low,four
low,low,4,low,med,med,four
low,low,4,low,med,high,four
low,low,4,low,big,low,four
low,low,4,low,big,med,four
low,low,4,low,big,high,four
low,low,4,med,small,low,four
low,low,4,med,small,med,four
low,low,4,med,small,high,four
low,low,4,med,med,low,four
low,low,4,med,small,med,four
low,low,4,med,small,high,four
low,low,4,med,med,low,four
low,low,4,med,med,med,four
low,low,4,med,med,high,four
low,low,4,low,med,low,four
low,low,4,low,med,med,four
low,low,4,low,med,high,four
low,low,4,low,big,low,four
low,low,4,low,big,med,four
low,low,4,low,big,high,four
low,low,4,med,small,low,four
low,low,4,med,small,med,four
low,low,4,med,small,high,four
low,low,4,med,med,low,four
low,low,4,med,small,med,four
low,low,4,med,small,high,four
low,low,4,med,med,low,four
low,low,4,med,med,med,four
low,low,4,med,med,high,four
low,low,4,low,med,low,four
low,low,4,low,med,med,four
low,low,4,low,med,high,four
low,low,4,low,big,low,four
low,low,4,low,big,med,four
low,low,4,low,big,high,four
low,low,4,med,small,low,four
low,low,4,med,small,med,four
low,low,4,med,small,high,four
low,low,4,med,med,low,four
low,low,4,med,small,med,four
low,low,4,med,small,low,four
low,low,4,med,med,low,four
low,low,4,med,small,med,four
low,low,4,med,small,high,four
low,low,4,med,med,low,four
low,low,4,med,med,med,four
low,low,4,med,med,low,four
low,low,4,low,med,low,four
low,low,4,low,med,med,four
low,low,4,low,med,low,four
low,low,4,high,small,low,four
low,low,5,high,small,low,four

